AuthorID,Author,Date,Content,Attachments,Reactions
"730463593711140956","BOR4#8524","15-Dec-21 02:08 PM",":Uni: Uniswap Community Call #16 :Uni: 
Wednesday (December 15th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni:  Perpetual Protocol
:Uni:  whalegoddess.eth research on Uniswap governance
----------------------------------------------------
+ much more

Everyone is invited!","","😄 (15),Uni (12)"
"730463593711140956","BOR4#8524","15-Dec-21 02:10 PM","https://discord.gg/DhHjc5eB?event=920754646451126292","",""
"730463593711140956","BOR4#8524","29-Dec-21 03:35 PM",":Uni: Uniswap Community Call #17 :Uni: 
Wednesday (December 29th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni:  2021 - year in review
----------------------------------------------------
+ much more

Everyone is invited!","","😳 (7)"
"730463593711140956","BOR4#8524","29-Dec-21 03:36 PM","https://discord.gg/qzmHbRqk?event=925849729252864070","",""
"730463593711140956","BOR4#8524","12-Jan-22 10:30 AM",":Uni: Uniswap Community Call #18 :Uni: 
Wednesday (January 12th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni:  Updates from the DeFi Education Fund by Robert Kopitsch
:Uni:  Voltz Labs
----------------------------------------------------
+ much more

Everyone is invited!","","🌞 (17),⚡ (4)"
"730463593711140956","BOR4#8524","12-Jan-22 10:31 AM","https://discord.gg/uSNwKHE7?event=930846397270466580","",""
"399617942087532545","Connor Martin#6086","13-Jan-22 10:49 AM","☕ --- Uniswap Labs Developer Office Hours ---☕ 

Thursday (TODAY) at 1PM EST on Twitter

https://twitter.com/ConnorYMartin/status/1481654249180176394","","☕ (17),🇵🇭 (4)"
"730463593711140956","BOR4#8524","20-Jan-22 06:35 AM","January 20th (TODAY) at 8AM EST / 2PM CET / 9PM PHT on tse.gg/gemini","https://cdn.discordapp.com/attachments/673373498290470932/933686123929161788/FJiBX0nX0AA_ZSe.png",""
"730463593711140956","BOR4#8524","26-Jan-22 02:31 PM",":Uni: Uniswap Community Call #19 :Uni: 
Wednesday (January 26th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni:  Other Internet
:Uni:  community knowledge share
----------------------------------------------------
+ much more

Everyone is invited!","",""
"730463593711140956","BOR4#8524","26-Jan-22 02:32 PM","https://discord.gg/crhyJEyM?event=935980456497782805","","🤝 (17)"
"730463593711140956","BOR4#8524","03-Feb-22 01:31 PM","👋  Uniswap community!

Join us today on twitter spaces where we'll discuss latest Uniswap v3 deployment proposal by Harmony and HermesDeFi (https://gov.uniswap.org/t/deploy-uniswap-v3-on-harmony-through-an-additional-use-grant-to-hermes-defi/16001/13):

https://twitter.com/i/spaces/1jMJgeyDLQgKL?s=20&t=Izlqwnezw4FmbG6Y5I-iZA","",""
"730463593711140956","BOR4#8524","09-Feb-22 02:49 PM",":Uni: Uniswap Community Call #20 :Uni: 
Wednesday (February 9th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni:  Proposed Simplifications to the Uniswap Governance Process
:Uni:  Adopt 🦄  on Unicode Proposal
:Uni:  Community Knowledge Share
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/WhVbThtQ?event=941057709648789614","","💯 (33),Uni (21)"
"798410203745484801","Will 🦄#6821","17-Feb-22 12:04 PM",":Uni: Swap Widget Workshop :Uni: 
TODAY in 15 minutes (12:20pm ET, 10:20am MT)
LIVE from ETH Denver

Learn how to integrate the new Swap Widget in your web app with three lines of code.

Livestream:  https://www.twitch.tv/ethereumdenver

ETH Denver In-person:  Art Hotel, 4th floor on the Art Stage

Developer docs:  https://docs.uniswap.org/sdk/widgets/swap-widget","","Uni (12),❤️ (3)"
"730463593711140956","BOR4#8524","23-Feb-22 01:24 PM",":Uni: Uniswap Community Call #21 :Uni: 
Wednesday (February 23rd) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: dr. Guillaume Lambert - All About Liquidity Provisioning
:Uni: Ultrasound UNI Governance Proposal
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/PkSP9TGh?event=946110131689635850","","✅ (25),🇦🇱 (6)"
"730463593711140956","BOR4#8524","09-Mar-22 11:53 AM",":Uni: Uniswap Community Call #22 :Uni: 
Wednesday (March 9th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: DefiEdge
:Uni: Nomic Foundation Funding Proposal
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/5cfk2eTj?event=951160858996768818","","Uni (26),❤️ (7)"
"730463593711140956","BOR4#8524","23-Mar-22 01:42 PM",":Uni: Uniswap Community Call #23 :Uni: 
Wednesday (March 23rd) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: Jeremy G and Uniswap Governance
:Uni: Community Knowledge Share
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/uJn5afPb?event=956246193221013594","","✅ (13)"
"730463593711140956","BOR4#8524","06-Apr-22 01:58 PM",":Uni: Uniswap Community Call #24 :Uni: 
Wednesday (March 23rd) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: nomad.xyz 
:Uni: Community Knowledge Share
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/HAX7qPVy?event=961323829148409907","","Uni (15)"
"730463593711140956","BOR4#8524","20-Apr-22 02:17 PM",":Uni: Uniswap Community Call #25 :Uni: 
Wednesday (April 20th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: Uniswap Community Analytics
:Uni: Community Knowledge Share
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/cNK5bCMU?event=966401635058339860","",""
"730463593711140956","BOR4#8524","04-May-22 01:57 PM",":Uni: Uniswap Community Call #26 :Uni: 
Wednesday (May 4th) at 16:00 EST
agenda:
----------------------------------------------------
:Uni: DeFi Edge
:Uni: Uniswap Grants at Amsterdam report
:Uni: Community Knowledge Share
----------------------------------------------------
+ much more

Everyone is invited!
https://discord.gg/ju9zUGzW?event=971470241639059516","",""
